"","Year","Date","Site","Region","Depth","Species","Count","Ecoregion","SSTA_DHW","SSTFilled","kd490_value","WDPAID","WDPA_PID","PA_DEF","NAME","ORIG_NAME","DESIG","DESIG_ENG","DESIG_TYPE","IUCN_CAT","INT_CRIT","MARINE","REP_M_AREA","GIS_M_AREA","REP_AREA","GIS_AREA","NO_TAKE","NO_TK_AREA","STATUS","STATUS_YR","GOV_TYPE","OWN_TYPE","MANG_AUTH","MANG_PLAN","VERIF","METADATAID","SUB_LOC","PARENT_ISO","ISO3","Longitude.Degrees","Latitude.Degrees"
"56",2009,"16-May-09","Chagar Hutang East","Malaysia",10.3,"Bleaching (% of population)",0,"ERG049","4.36","305.26","0.039399999","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA",103.01,5.81766
"57",2003,"25-Sep-03","Redang Kalong House Reef","Malaysia",5,"Bleaching (% of population)",0,"ERG049","0","301.9","0.071721924","9786","9786","1","Pulau Redang","Pulau Redang","Marine Park","Marine Park","National","II","Not Applicable","1","3.73","6.36604910492281","27.79","27.8589723472705","Not Reported","0","Designated","1999","Federal or national ministry or agency","Not Reported","Department of Fisheries","Not Reported","Not Reported","1244","MY-11","MYS","MYS",103.028,5.76222
"58",2003,"25-Sep-03","Redang Kalong House Reef","Malaysia",10,"Bleaching (% of population)",0,"ERG049","0","301.9","0.071721924","9786","9786","1","Pulau Redang","Pulau Redang","Marine Park","Marine Park","National","II","Not Applicable","1","3.73","6.36604910492281","27.79","27.8589723472705","Not Reported","0","Designated","1999","Federal or national ministry or agency","Not Reported","Department of Fisheries","Not Reported","Not Reported","1244","MY-11","MYS","MYS",103.028,5.76222
"59",2008,"28-Jun-08","Redang Kalong House Reef","Malaysia",7,"Bleaching (% of population)",0,"ERG049","1.10625","301.48","0.046399999","9786","9786","1","Pulau Redang","Pulau Redang","Marine Park","Marine Park","National","II","Not Applicable","1","3.73","6.36604910492281","27.79","27.8589723472705","Not Reported","0","Designated","1999","Federal or national ministry or agency","Not Reported","Department of Fisheries","Not Reported","Not Reported","1244","MY-11","MYS","MYS",103.028,5.76222
"60",2009,"15-Aug-09","Redang Kalong House Reef","Malaysia",4.5,"Bleaching (% of population)",0,"ERG049","9.655","302.9","0.039399999","9786","9786","1","Pulau Redang","Pulau Redang","Marine Park","Marine Park","National","II","Not Applicable","1","3.73","6.36604910492281","27.79","27.8589723472705","Not Reported","0","Designated","1999","Federal or national ministry or agency","Not Reported","Department of Fisheries","Not Reported","Not Reported","1244","MY-11","MYS","MYS",103.028,5.76222
"61",2004,"25-Sep-04","Pertigi Bay, Redang Island","Malaysia",3,"Bleaching (% of population)",5,"ERG049","0","301.98","0.043799999","9786","9786","1","Pulau Redang","Pulau Redang","Marine Park","Marine Park","National","II","Not Applicable","1","3.73","6.36604910492281","27.79","27.8589723472705","Not Reported","0","Designated","1999","Federal or national ministry or agency","Not Reported","Department of Fisheries","Not Reported","Not Reported","1244","MY-11","MYS","MYS",103.032,5.76647
"62",2004,"23-Sep-04","Tg Tengah Southside, Pasir Panjang, Redang Island","Malaysia",3.2,"Bleaching (% of population)",0,"ERG049","0","301.98","0.043799999","9786","9786","1","Pulau Redang","Pulau Redang","Marine Park","Marine Park","National","II","Not Applicable","1","3.73","6.36604910492281","27.79","27.8589723472705","Not Reported","0","Designated","1999","Federal or national ministry or agency","Not Reported","Department of Fisheries","Not Reported","Not Reported","1244","MY-11","MYS","MYS",103.033,5.77447
"63",2004,"23-Sep-04","Coral Resort House Reef, Redang Island","Malaysia",3,"Bleaching (% of population)",3,"ERG049","0","301.98","0.043799999","9786","9786","1","Pulau Redang","Pulau Redang","Marine Park","Marine Park","National","II","Not Applicable","1","3.73","6.36604910492281","27.79","27.8589723472705","Not Reported","0","Designated","1999","Federal or national ministry or agency","Not Reported","Department of Fisheries","Not Reported","Not Reported","1244","MY-11","MYS","MYS",103.034,5.77583
"64",2003,"18-Oct-03","Coral Redang House Reef North","Malaysia",6,"Bleaching (% of population)",0,"ERG049","0","300.69","0.049999999","9786","9786","1","Pulau Redang","Pulau Redang","Marine Park","Marine Park","National","II","Not Applicable","1","3.73","6.36604910492281","27.79","27.8589723472705","Not Reported","0","Designated","1999","Federal or national ministry or agency","Not Reported","Department of Fisheries","Not Reported","Not Reported","1244","MY-11","MYS","MYS",103.034,5.77722
"65",2003,"16-Oct-03","Mini Mount","Malaysia",12,"Bleaching (% of population)",4,"ERG049","0","300.69","0.049999999","9786","9786","1","Pulau Redang","Pulau Redang","Marine Park","Marine Park","National","II","Not Applicable","1","3.73","6.36604910492281","27.79","27.8589723472705","Not Reported","0","Designated","1999","Federal or national ministry or agency","Not Reported","Department of Fisheries","Not Reported","Not Reported","1244","MY-11","MYS","MYS",103.034,5.76944
"66",2003,"17-Oct-03","Pulau Paku Kecil","Malaysia",12,"Bleaching (% of population)",0,"ERG049","0","300.69","0.049999999","9786","9786","1","Pulau Redang","Pulau Redang","Marine Park","Marine Park","National","II","Not Applicable","1","3.73","6.36604910492281","27.79","27.8589723472705","Not Reported","0","Designated","1999","Federal or national ministry or agency","Not Reported","Department of Fisheries","Not Reported","Not Reported","1244","MY-11","MYS","MYS",103.036,5.76861
"67",2003,"18-Oct-03","Pelangi House Reef South","Malaysia",7,"Bleaching (% of population)",0,"ERG049","0","300.69","0.049999999","9786","9786","1","Pulau Redang","Pulau Redang","Marine Park","Marine Park","National","II","Not Applicable","1","3.73","6.36604910492281","27.79","27.8589723472705","Not Reported","0","Designated","1999","Federal or national ministry or agency","Not Reported","Department of Fisheries","Not Reported","Not Reported","1244","MY-11","MYS","MYS",103.036,5.78278
"68",2003,"18-Oct-03","Pulau Lima, Southern Tip","Malaysia",10,"Bleaching (% of population)",7,"ERG049","0","300.69","0.049999999","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA",103.052,5.76778
"69",2003,"18-Oct-03","Pulau Lima, Southern Tip","Malaysia",12,"Bleaching (% of population)",0,"ERG049","0","300.69","0.049999999","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA",103.052,5.76778
"70",2003,"25-Sep-03","Black Coral Garden","Malaysia",6,"Bleaching (% of population)",0,"ERG049","0","302.23","0.071721924","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA",103.059,5.77389
"71",2003,"25-Sep-03","Black Coral Garden","Malaysia",12,"Bleaching (% of population)",0,"ERG049","0","302.23","0.071721924","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA",103.059,5.77389
"72",2009,"15-Aug-09","Kerengga Kecil North West","Malaysia",6.4,"Bleaching (% of population)",0,"ERG049","10.38","303","0.039399999","9786","9786","1","Pulau Redang","Pulau Redang","Marine Park","Marine Park","National","II","Not Applicable","1","3.73","6.36604910492281","27.79","27.8589723472705","Not Reported","0","Designated","1999","Federal or national ministry or agency","Not Reported","Department of Fisheries","Not Reported","Not Reported","1244","MY-11","MYS","MYS",103.03,5.75856
"73",2004,"11-Jul-04","Palau Kerenga Kecil","Malaysia",9.4,"Bleaching (% of population)",0,"ERG049","0","301.66","0.109977022","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA",103.03,5.75528
"74",2004,"29-Aug-04","Tanjung Teluk Nyato","Malaysia",8.7,"Bleaching (% of population)",0,"ERG049","0","301.69","0.035799999","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA",103.03,5.84611
"75",2003,"19-Feb-03","Koh Mano (Minor)","Cambodia",4.5,"Bleaching (% of population)",0,"ERG050","2.28","301.6","0.041451886","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA",103.174,10.8461
"76",2003,"22-Feb-03","Koh Mano (channel)","Cambodia",2,"Bleaching (% of population)",0,"ERG050","2.28","301.6","0.041451886","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA",103.182,10.8389
"77",2003,"28-Feb-03","Koh Mano (south)","Cambodia",4.5,"Bleaching (% of population)",0,"ERG050","1.08","303.02","0.171999996","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA",103.193,10.8256
"78",2003,"24-Feb-03","Koh Ta Team","Cambodia",5,"Bleaching (% of population)",0,"ERG050","1.26","301.49","0.041920246","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA",103.197,10.8007
"79",2009,"15-Feb-09","Tuear Khang Cherng","Cambodia",4,"Bleaching (% of population)",15,"ERG050","0.171666667","301.9166667","0.106199997","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA",103.235,10.7799
"80",2009,"14-Feb-09","Poy Koh Rong","Cambodia",4,"Bleaching (% of population)",0,"ERG050","0","302.25","0.044533049","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA",103.255,10.7739
"81",2010,"16-Apr-10","KR24","Cambodia",7,"Bleaching (% of population)",6,"ERG050","6.313333333","304.5766667","0.065999998","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA",103.257,10.6647
"82",2010,"28-Sep-10","Coral Garden 3, Kapas","Malaysia",8.5,"Bleaching (% of population)",20,"ERG049","2.07","303.61","0.054836404","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA",103.26,5.23222
"83",2010,"28-Sep-10","Coral Garden 1, Kapas","Malaysia",5.5,"Bleaching (% of population)",40,"ERG049","2.07","303.61","0.054836404","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA",103.261,5.23306
"84",2009,"13-Aug-09","KR22A","Cambodia",4,"Bleaching (% of population)",2,"ERG050","0","299.15","0.109799997","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA",103.262,10.6514
"85",2009,"14-Feb-09","Kos Borng (Koh Rong)","Cambodia",3,"Bleaching (% of population)",5,"ERG050","0","302.25","0.044533049","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA",103.265,10.7593
"86",2009,"18-Sep-09","KS06A","Cambodia",9,"Bleaching (% of population)",0,"ERG050","0","301.61","0.082273387","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA",103.278,10.6073
"87",2009,"13-Aug-09","KS04A","Cambodia",6,"Bleaching (% of population)",0,"ERG050","0","299.2","0.105199997","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA",103.279,10.6096
"88",2010,"27-Sep-10","Teluk Jawa, Kapas","Malaysia",5,"Bleaching (% of population)",20,"ERG049","2.07","303.61","0.054836404","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA",103.268,5.20889
"89",2009,"31-Aug-09","KR21A","Cambodia",8,"Bleaching (% of population)",0,"ERG050","0","300.29","0.104199997","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA",103.269,10.6498
"90",2010,"28-Sep-10","Silent Reef, Kapas","Malaysia",8,"Bleaching (% of population)",40,"ERG049","2.07","303.61","0.054836404","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA",103.269,5.22694
"91",2010,"17-Apr-10","KS02","Cambodia",9,"Bleaching (% of population)",0,"ERG050","5.86625","304.65125","0.065799998","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA",103.287,10.6206
"92",2009,"11-Sep-09","KS05A","Cambodia",8,"Bleaching (% of population)",5,"ERG050","0","301.79875","0.083212472","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA",103.288,10.6211
"93",2009,"28-Aug-09","KS03C","Cambodia",10,"Bleaching (% of population)",0,"ERG050","0","301.065","0.105199997","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA",103.289,10.6222
"94",2009,"27-Aug-09","KS03A","Cambodia",9,"Bleaching (% of population)",0,"ERG050","0","301.065","0.105199997","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA",103.29,10.6223
"95",2009,"27-Aug-09","KS03B","Cambodia",5,"Bleaching (% of population)",0,"ERG050","0","301.065","0.105199997","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA",103.29,10.6225
"96",2009,"14-Aug-09","KR18A","Cambodia",4,"Bleaching (% of population)",2,"ERG050","10.52","302.05","0.109999997","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA",103.291,10.6701
"97",2009,"14-Aug-09","KR17A","Cambodia",5,"Bleaching (% of population)",0,"ERG050","10.52","302.05","0.109999997","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA",103.292,10.6688
"98",2010,"22-Mar-10","KR17A","Cambodia",4,"Bleaching (% of population)",1,"ERG050","5.18","304.23","0.033796957","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA",103.292,10.6688
"99",2009,"10-Mar-09","Fishing Bay","Cambodia",5,"Bleaching (% of population)",110,"ERG050","0","303.34","0.051199999","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA",103.295,10.6231
